"Province","ProgramGroup","ProgramType","ProgramDetail","Date","Value"
"Manitoba","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Blended Sponsorship Refugee",2015-02-01,0
"Manitoba","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Government-Assisted Refugee",2015-02-01,70
"Manitoba","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Privately Sponsored Refugee",2015-02-01,90
"Saskatchewan","Economic","Worker Program","Agri-Food Pilot",2015-02-01,0
"Saskatchewan","Economic","Worker Program","Canadian Experience",2015-02-01,15
"Saskatchewan","Economic","Worker Program","Caregiver",2015-02-01,10
"Saskatchewan","Economic","Worker Program","Rural and Northern Immigration",2015-02-01,0
"Saskatchewan","Economic","Worker Program","Skilled Trade",2015-02-01,0
"Saskatchewan","Economic","Worker Program","Skilled Worker",2015-02-01,40
"Saskatchewan","Economic","Business","Self-Employed",2015-02-01,0
"Saskatchewan","Economic","Provincial Nominee Program","Provincial Nominee Program",2015-02-01,450
"Saskatchewan","Economic","Temporary Resident to Permanent Resident Pathway","Temporary Resident to Permanent Resident Pathway",2015-02-01,0
"Saskatchewan","Sponsored Family","Sponsored Family","Sponsored Children",2015-02-01,10
"Saskatchewan","Sponsored Family","Sponsored Family","Sponsored Extended Family Member",2015-02-01,0
"Saskatchewan","Sponsored Family","Sponsored Family","Sponsored Parent or Grandparent",2015-02-01,10
"Saskatchewan","Sponsored Family","Sponsored Family","Sponsored Spouse or Partner",2015-02-01,120
"Saskatchewan","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Blended Sponsorship Refugee",2015-02-01,0
"Saskatchewan","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Government-Assisted Refugee",2015-02-01,15
"Saskatchewan","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Privately Sponsored Refugee",2015-02-01,0
"Alberta","Economic","Worker Program","Agri-Food Pilot",2015-02-01,0
"Alberta","Economic","Worker Program","Canadian Experience",2015-02-01,235
"Alberta","Economic","Worker Program","Caregiver",2015-02-01,550
"Alberta","Economic","Worker Program","Rural and Northern Immigration",2015-02-01,0
"Alberta","Economic","Worker Program","Skilled Trade",2015-02-01,35
"Alberta","Economic","Worker Program","Skilled Worker",2015-02-01,430
"Alberta","Economic","Business","Entrepreneur",2015-02-01,0
"Alberta","Economic","Business","Investor",2015-02-01,0
"Alberta","Economic","Business","Self-Employed",2015-02-01,0
"Alberta","Economic","Business","Start-up Business",2015-02-01,0
"Alberta","Economic","Provincial Nominee Program","Provincial Nominee Program",2015-02-01,545
"Alberta","Economic","Temporary Resident to Permanent Resident Pathway","Temporary Resident to Permanent Resident Pathway",2015-02-01,0
"Alberta","Sponsored Family","Sponsored Family","Sponsored Children",2015-02-01,30
"Alberta","Sponsored Family","Sponsored Family","Sponsored Extended Family Member",2015-02-01,0
"Alberta","Sponsored Family","Sponsored Family","Sponsored Parent or Grandparent",2015-02-01,95
"Alberta","Sponsored Family","Sponsored Family","Sponsored Spouse or Partner",2015-02-01,500
"Alberta","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Blended Sponsorship Refugee",2015-02-01,0
"Alberta","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Government-Assisted Refugee",2015-02-01,60
"Alberta","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Privately Sponsored Refugee",2015-02-01,50
"British Columbia","Economic","Worker Program","Agri-Food Pilot",2015-02-01,0
"British Columbia","Economic","Worker Program","Canadian Experience",2015-02-01,125
"British Columbia","Economic","Worker Program","Caregiver",2015-02-01,420
"British Columbia","Economic","Worker Program","Rural and Northern Immigration",2015-02-01,0
"British Columbia","Economic","Worker Program","Skilled Trade",2015-02-01,0
"British Columbia","Economic","Worker Program","Skilled Worker",2015-02-01,410
"British Columbia","Economic","Business","Entrepreneur",2015-02-01,0
"British Columbia","Economic","Business","Investor",2015-02-01,45
"British Columbia","Economic","Business","Self-Employed",2015-02-01,5
"British Columbia","Economic","Business","Start-up Business",2015-02-01,0
"British Columbia","Economic","Provincial Nominee Program","Provincial Nominee Program",2015-02-01,265
"British Columbia","Economic","Temporary Resident to Permanent Resident Pathway","Temporary Resident to Permanent Resident Pathway",2015-02-01,0
"British Columbia","Sponsored Family","Sponsored Family","Sponsored Children",2015-02-01,25
"British Columbia","Sponsored Family","Sponsored Family","Sponsored Extended Family Member",2015-02-01,0
"British Columbia","Sponsored Family","Sponsored Family","Sponsored Parent or Grandparent",2015-02-01,185
"British Columbia","Sponsored Family","Sponsored Family","Sponsored Spouse or Partner",2015-02-01,560
"British Columbia","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Blended Sponsorship Refugee",2015-02-01,0
"British Columbia","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Government-Assisted Refugee",2015-02-01,15
"British Columbia","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Privately Sponsored Refugee",2015-02-01,15
"Yukon","Economic","Worker Program","Canadian Experience",2015-02-01,0
"Yukon","Economic","Worker Program","Caregiver",2015-02-01,0
"Yukon","Economic","Worker Program","Skilled Trade",2015-02-01,0
"Yukon","Economic","Worker Program","Skilled Worker",2015-02-01,0
"Yukon","Economic","Business","Self-Employed",2015-02-01,0
"Yukon","Economic","Provincial Nominee Program","Provincial Nominee Program",2015-02-01,10
"Yukon","Economic","Temporary Resident to Permanent Resident Pathway","Temporary Resident to Permanent Resident Pathway",2015-02-01,0
"Yukon","Sponsored Family","Sponsored Family","Sponsored Children",2015-02-01,0
"Yukon","Sponsored Family","Sponsored Family","Sponsored Extended Family Member",2015-02-01,0
"Yukon","Sponsored Family","Sponsored Family","Sponsored Parent or Grandparent",2015-02-01,0
"Yukon","Sponsored Family","Sponsored Family","Sponsored Spouse or Partner",2015-02-01,0
"Yukon","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Blended Sponsorship Refugee",2015-02-01,0
"Yukon","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Privately Sponsored Refugee",2015-02-01,0
"Northwest Territories","Economic","Worker Program","Canadian Experience",2015-02-01,0
"Northwest Territories","Economic","Worker Program","Caregiver",2015-02-01,0
"Northwest Territories","Economic","Worker Program","Skilled Trade",2015-02-01,0
"Northwest Territories","Economic","Worker Program","Skilled Worker",2015-02-01,0
"Northwest Territories","Economic","Provincial Nominee Program","Provincial Nominee Program",2015-02-01,0
"Northwest Territories","Economic","Temporary Resident to Permanent Resident Pathway","Temporary Resident to Permanent Resident Pathway",2015-02-01,0
"Northwest Territories","Sponsored Family","Sponsored Family","Sponsored Children",2015-02-01,0
"Northwest Territories","Sponsored Family","Sponsored Family","Sponsored Extended Family Member",2015-02-01,0
"Northwest Territories","Sponsored Family","Sponsored Family","Sponsored Parent or Grandparent",2015-02-01,0
"Northwest Territories","Sponsored Family","Sponsored Family","Sponsored Spouse or Partner",2015-02-01,0
"Northwest Territories","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Blended Sponsorship Refugee",2015-02-01,0
"Northwest Territories","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Privately Sponsored Refugee",2015-02-01,0
"Nunavut","Economic","Worker Program","Canadian Experience",2015-02-01,0
"Nunavut","Economic","Worker Program","Caregiver",2015-02-01,0
"Nunavut","Economic","Worker Program","Skilled Trade",2015-02-01,0
"Nunavut","Economic","Worker Program","Skilled Worker",2015-02-01,0
"Nunavut","Economic","Temporary Resident to Permanent Resident Pathway","Temporary Resident to Permanent Resident Pathway",2015-02-01,0
"Nunavut","Sponsored Family","Sponsored Family","Sponsored Children",2015-02-01,0
"Nunavut","Sponsored Family","Sponsored Family","Sponsored Extended Family Member",2015-02-01,0
"Nunavut","Sponsored Family","Sponsored Family","Sponsored Parent or Grandparent",2015-02-01,0
"Nunavut","Sponsored Family","Sponsored Family","Sponsored Spouse or Partner",2015-02-01,0
"Nunavut","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Privately Sponsored Refugee",2015-02-01,0
"Newfoundland and Labrador","Economic","Worker Program","Atlantic Immigration Pilot Programs",2015-03-01,0
"Newfoundland and Labrador","Economic","Worker Program","Canadian Experience",2015-03-01,0
"Newfoundland and Labrador","Economic","Worker Program","Caregiver",2015-03-01,0
"Newfoundland and Labrador","Economic","Worker Program","Skilled Trade",2015-03-01,0
"Newfoundland and Labrador","Economic","Worker Program","Skilled Worker",2015-03-01,10
"Newfoundland and Labrador","Economic","Business","Self-Employed",2015-03-01,0
"Newfoundland and Labrador","Economic","Business","Start-up Business",2015-03-01,0
"Newfoundland and Labrador","Economic","Provincial Nominee Program","Provincial Nominee Program",2015-03-01,25
"Newfoundland and Labrador","Economic","Temporary Resident to Permanent Resident Pathway","Temporary Resident to Permanent Resident Pathway",2015-03-01,0
"Newfoundland and Labrador","Sponsored Family","Sponsored Family","Sponsored Children",2015-03-01,0
"Newfoundland and Labrador","Sponsored Family","Sponsored Family","Sponsored Extended Family Member",2015-03-01,0
"Newfoundland and Labrador","Sponsored Family","Sponsored Family","Sponsored Parent or Grandparent",2015-03-01,0
"Newfoundland and Labrador","Sponsored Family","Sponsored Family","Sponsored Spouse or Partner",2015-03-01,0
"Newfoundland and Labrador","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Blended Sponsorship Refugee",2015-03-01,0
"Newfoundland and Labrador","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Government-Assisted Refugee",2015-03-01,35
"Newfoundland and Labrador","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Privately Sponsored Refugee",2015-03-01,0
"Prince Edward Island","Economic","Worker Program","Agri-Food Pilot",2015-03-01,0
"Prince Edward Island","Economic","Worker Program","Atlantic Immigration Pilot Programs",2015-03-01,0
"Prince Edward Island","Economic","Worker Program","Canadian Experience",2015-03-01,0
"Prince Edward Island","Economic","Worker Program","Caregiver",2015-03-01,0
"Prince Edward Island","Economic","Worker Program","Skilled Trade",2015-03-01,0
"Prince Edward Island","Economic","Worker Program","Skilled Worker",2015-03-01,0
"Prince Edward Island","Economic","Business","Self-Employed",2015-03-01,0
"Prince Edward Island","Economic","Business","Start-up Business",2015-03-01,0
"Prince Edward Island","Economic","Provincial Nominee Program","Provincial Nominee Program",2015-03-01,70
"Prince Edward Island","Economic","Temporary Resident to Permanent Resident Pathway","Temporary Resident to Permanent Resident Pathway",2015-03-01,0
"Prince Edward Island","Sponsored Family","Sponsored Family","Sponsored Children",2015-03-01,0
"Prince Edward Island","Sponsored Family","Sponsored Family","Sponsored Extended Family Member",2015-03-01,0
"Prince Edward Island","Sponsored Family","Sponsored Family","Sponsored Parent or Grandparent",2015-03-01,0
"Prince Edward Island","Sponsored Family","Sponsored Family","Sponsored Spouse or Partner",2015-03-01,0
"Prince Edward Island","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Blended Sponsorship Refugee",2015-03-01,0
"Prince Edward Island","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Government-Assisted Refugee",2015-03-01,15
"Prince Edward Island","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Privately Sponsored Refugee",2015-03-01,0
"Nova Scotia","Economic","Worker Program","Atlantic Immigration Pilot Programs",2015-03-01,0
"Nova Scotia","Economic","Worker Program","Canadian Experience",2015-03-01,10
"Nova Scotia","Economic","Worker Program","Caregiver",2015-03-01,5
"Nova Scotia","Economic","Worker Program","Skilled Trade",2015-03-01,5
"Nova Scotia","Economic","Worker Program","Skilled Worker",2015-03-01,85
"Nova Scotia","Economic","Business","Self-Employed",2015-03-01,0
"Nova Scotia","Economic","Business","Start-up Business",2015-03-01,0
"Nova Scotia","Economic","Provincial Nominee Program","Provincial Nominee Program",2015-03-01,130
"Nova Scotia","Economic","Temporary Resident to Permanent Resident Pathway","Temporary Resident to Permanent Resident Pathway",2015-03-01,0
"Nova Scotia","Sponsored Family","Sponsored Family","Sponsored Children",2015-03-01,0
"Nova Scotia","Sponsored Family","Sponsored Family","Sponsored Extended Family Member",2015-03-01,0
"Nova Scotia","Sponsored Family","Sponsored Family","Sponsored Parent or Grandparent",2015-03-01,0
"Nova Scotia","Sponsored Family","Sponsored Family","Sponsored Spouse or Partner",2015-03-01,25
"Nova Scotia","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Blended Sponsorship Refugee",2015-03-01,0
"Nova Scotia","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Government-Assisted Refugee",2015-03-01,10
"Nova Scotia","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Privately Sponsored Refugee",2015-03-01,0
"New Brunswick","Economic","Worker Program","Atlantic Immigration Pilot Programs",2015-03-01,0
"New Brunswick","Economic","Worker Program","Canadian Experience",2015-03-01,15
"New Brunswick","Economic","Worker Program","Caregiver",2015-03-01,5
"New Brunswick","Economic","Worker Program","Skilled Trade",2015-03-01,0
"New Brunswick","Economic","Worker Program","Skilled Worker",2015-03-01,5
"New Brunswick","Economic","Business","Self-Employed",2015-03-01,0
"New Brunswick","Economic","Business","Start-up Business",2015-03-01,0
"New Brunswick","Economic","Provincial Nominee Program","Provincial Nominee Program",2015-03-01,150
"New Brunswick","Economic","Temporary Resident to Permanent Resident Pathway","Temporary Resident to Permanent Resident Pathway",2015-03-01,0
"New Brunswick","Sponsored Family","Sponsored Family","Sponsored Children",2015-03-01,0
"New Brunswick","Sponsored Family","Sponsored Family","Sponsored Extended Family Member",2015-03-01,0
"New Brunswick","Sponsored Family","Sponsored Family","Sponsored Parent or Grandparent",2015-03-01,0
"New Brunswick","Sponsored Family","Sponsored Family","Sponsored Spouse or Partner",2015-03-01,20
